     0.00023866     -0.56926429      0.94182181      0.01913732      0.77616197      0.47442082      0.18890387
     0.00023866     -2.64382982     -7.27713919      0.93636054     -0.33027345      0.15692811      0.00872896
     0.00023866      0.95949888     -1.69673359      0.63983852     -0.40773359      0.07171097     -0.30742657
     0.00023866     -0.99999022     -0.17553830     -0.02087528      0.12727712      0.80075401     -0.02439492
     0.00023866     26.85315132      0.18888807     -0.09628356      0.02039967     -0.10997974      0.01219060
     0.00023866      0.22861642      0.17490625      0.05596715     -1.20454693     -0.58858341     -0.79435480
     0.00023866     -0.00707603      0.14837623      0.20201772     -0.05834245      0.54104865      0.32791668
     0.00023866      0.46366173      0.42132092     -0.02952659      0.23162487      0.16363953      0.84847647
     0.00023866      0.11005723      0.24721599     -0.02453125     -0.63025641      0.66771656      0.53891277
     0.00023866      0.17246467      0.35151243     -0.03212267      0.63776696      0.38224554     -0.25274771
     0.00023866      2.60448050     -3.89924812      0.42758363     -0.06215489     -0.17712362      0.02120159
     0.00023866      4.54399204     -6.81352139      0.69006056     -0.06892410     -0.16392809     -0.00132693
     0.00023866     -1.09104967     -2.12681794      0.41664976     -0.47112757      0.20975664      0.04159559
     0.00023866     -0.65028238     -0.94332087      0.34279877      0.38278720      0.46387482     -0.21646979
     0.00023866      0.45121908     -0.32867408     -0.52585280     -0.67007053      0.05922042      0.54870206
     0.00023866     -0.65586150     -0.76922667     -0.26221126     -0.41905838     -0.03883027      0.37909237
     0.00023866      0.98893845     -0.14072180     -0.06741554     -0.07174193     -0.66400933      0.08157914
     0.00023866     -0.08577406      0.10929728     -0.02747661     -0.71933913      1.09030342     -0.01370224
     0.00023866      0.15251219      0.22845411      0.07151747      0.23803109      0.54836291     -0.30007955
     0.00023866     -5.65747786      8.57384109     -0.10192996      0.29703167      0.08557035      0.02515621
     0.00023866     14.59222221     -8.47751045     -0.29825008     -0.13240044     -0.16408303     -0.07163021
     0.00023866     -0.52444708      0.41592407      0.70458513     -0.20262535     -0.16192012     -0.28980941
     0.00023866     -0.43325245     -0.81211758     -1.07421827      0.20426972      0.32309592     -0.01679390
     0.00023866     -0.02482080     -0.47020698     -0.10752517     -0.71384609      0.54822528      0.01583432
     0.00023866     -3.43316126     -4.35777950     -1.65808761     -0.24394360      0.23538341     -0.01512458
     0.00023866      4.10736370      3.38926840     -4.13180161      0.11852980     -0.28537500     -0.17794117
     0.00023866      0.15911168      0.40439296     -0.00833040      0.34768644      0.40234318     -0.39028332
     0.00023866      2.25789022     -2.28501844      0.15086013     -0.24341099     -0.36308417     -0.03294895
     0.00023866      0.23536175     -0.50534678      0.18019921     -0.16279845     -0.42985308     -0.39009580
     0.00023866      6.90399933      3.86836672      0.18010932      0.23866519     -0.12094145      0.05997203
     0.00023866      0.82952487      0.36469173      0.16776818      0.08034823     -0.88903165     -0.16428813
     0.00023866    -13.72115898    -27.38513756     -1.75230539     -0.11781328     -0.01129440      0.02174675
     0.00023866     -0.75139141      1.29578352      0.79839522     -0.18746804     -0.03984660     -0.20449249
     0.00023866     -0.37939382     -0.04182291      0.14003533      0.00446493      0.80369163      0.00058851
     0.00023866     -0.31315076      0.18331099     -0.16253728      0.07786842      0.82005721      0.10895997
     0.00023866      0.01880622      1.60256147     -0.16810918      0.39639875     -0.20751785     -0.00306054
     0.00023866      0.82222098      0.99216557     -0.35709369      0.42934361     -0.13561133      0.19875678
     0.00023866     -0.02966869     -0.10066390      0.00154036     -0.97614306     -0.24120502      0.04061132
     0.00023866     -5.20743370     16.08477974     -1.33314896      0.15315092     -0.09850266      0.01358884
     0.00023866    -10.43767548      8.24674797     -0.94351315      0.11930583     -0.03623509      0.01605196
     0.00023866      0.28111070      0.23314047      0.00752938     -0.13871451     -0.62543648     -0.89418608
     0.00023866      0.63065231     -0.11431217      0.28703743     -0.31029654     -0.17834415     -0.29165941
     0.00023866      0.32002938      0.17237067     -0.08619022     -0.24809602     -0.21530089      0.14783968
     0.00023866      0.24466527      0.24029946     -0.03327084      0.35758942     -0.25147843     -0.62362289
     0.00023866      0.21516812      0.15009236      0.33922714     -0.20719190      0.08532927      0.10333791
     0.00023866     -4.77935934     -1.28511286     -0.18625641      0.28112814      0.20428301     -0.00258384
     0.00023866      1.50999594      0.64290786     -0.12503654      0.20978484     -0.47985423     -0.36839822
     0.00023866     -1.97687912      0.28428316     -1.69750309     -0.05772951     -0.00014692      0.46383646
     0.00023866     -2.01024914     -0.76035607      0.91484541     -0.00279150      0.46057421      0.06276853
     0.00023866     -7.87267447     10.14223289      2.98347282      0.10283721      0.05060168      0.06271782
     0.00023866     -1.93840051     11.10302734     -0.68789452      0.17877488      0.15858491      0.07790001
     0.00023866      0.16803616      0.07562804     -0.13266212      0.00306379      0.69744772      0.47703394
     0.00023866      1.35705650      5.60408592      0.98585671      0.31716478     -0.27458039     -0.06681651
     0.00023866      0.85326481     -1.65858018      0.98273522     -0.06304722     -0.43742844      0.28101927
     0.00023866      0.55706483      0.22265387     -0.00278425     -0.40078795     -0.78057843     -0.02265275
     0.00023866     -0.54495859      1.10298085      0.35288793      0.37477845      0.49572149     -0.25593463
     0.00023866      0.83542001     -1.97749448     -2.11777163     -0.45150998      0.03631670      0.09951124
     0.00023866    -10.29152489     -0.56533980     -1.66249681     -0.03392337      0.23699664     -0.00057843
     0.00023866      0.62856966     -0.93434978     -0.05338556     -0.03034395     -0.07582185      0.20282319
     0.00023866      0.33205098      0.18378305      0.00279868     -1.17266059     -0.13748786     -1.02530015
     0.00023866      0.19580233      0.28184199     -0.01585150      0.95543140     -0.06856246     -0.04183668
     0.00023866      0.14892900      0.02749991     -0.39323723     -0.34641284      0.27870709     -0.48716909
     0.00023866     -1.94279170      2.31243277     -0.91382563      0.22913735      0.50748593     -0.18877821
     0.00023866     26.74624252    -11.06768703     -0.52207410      0.06929372     -0.11299854      0.02239893
     0.00023866    -12.64486885     -8.73686409     -0.75537086     -0.17764048      0.14181449     -0.01163067
     0.00023866      2.86397219      3.03358793     -1.38820052      0.13730273     -0.26416290     -0.08447810
     0.00023866      5.34261942     -2.78347301     -0.21295673     -0.27510887     -0.24639527     -0.06444424
