 2.44140625e-04  3.03726912e-01 -6.63728490e-02 -1.17576309e-01  4.01064336e-01  3.57345790e-01 -1.20441817e-01
 2.44140625e-04  7.68980622e-01 -1.86994419e-01 -9.57410634e-02  7.47637630e-01 -3.51947933e-01 -3.28892589e-01
 2.44140625e-04 -2.13415936e-01 -1.49550941e-02 -2.59511590e-01 -5.57184994e-01  5.60014606e-01 -1.69200897e-01
 2.44140625e-04 -1.77838460e-01 -1.09668717e-01  1.33719631e-02 -2.92883217e-01  1.63991600e-01 -4.53080952e-01
 2.44140625e-04 -1.01610325e-01 -6.70864344e-01 -4.28774953e-02 -3.39867413e-01  1.26120135e-01  5.99530004e-02
 2.44140625e-04  6.83022261e-01 -1.42526880e-01 -9.54534292e-01 -7.34846145e-02  3.31431717e-01 -2.84708738e-01
 2.44140625e-04 -1.84229121e-01  1.91288553e-02  3.71181443e-02  2.59860381e-02 -1.99170485e-01  7.90588707e-02
 2.44140625e-04  7.47837007e-01 -8.11797857e-01  4.82976973e-01 -4.92845863e-01 -2.91815251e-02 -5.47911108e-01
 2.44140625e-04 -4.26074386e-01 -5.51414907e-01  5.71929514e-01 -5.47348559e-01  7.08332956e-01  3.53673965e-01
 2.44140625e-04  4.06771541e-01  1.32409617e-01  1.02330841e-01  6.70134544e-01  7.88910985e-02 -7.45547473e-01
 2.44140625e-04  1.74341559e-01 -6.98099136e-01 -3.14932257e-01 -1.62523776e-01 -5.80357373e-01  5.90496540e-01
 2.44140625e-04  7.60374129e-01 -3.09722841e-01 -7.15312362e-01  1.01321481e-01 -3.35599389e-03  2.63877034e-01
 2.44140625e-04  2.32076675e-01 -3.17607969e-01 -4.01899248e-01 -7.58562148e-01  5.06529331e-01 -2.29693606e-01
 2.44140625e-04 -4.35770415e-02 -5.91080725e-01 -3.09356719e-01 -3.31989139e-01  1.73144192e-01 -1.50224626e-01
 2.44140625e-04  4.83878404e-01  1.39383256e-01 -3.34243923e-01 -5.36701739e-01  4.09252733e-01  1.36386484e-01
 2.44140625e-04 -8.83064210e-01 -1.84132326e+00 -1.24270821e+00 -2.15819582e-01  2.21111491e-01 -3.69267821e-01
 2.44140625e-04 -1.61193788e-01 -1.81800783e-01  4.27793533e-01 -6.59865677e-01 -4.76319641e-01 -7.41795838e-01
 2.44140625e-04  7.93069541e-01  1.11256264e-01 -2.29794681e-01 -2.41491377e-01  4.53981102e-01 -2.65560627e-01
 2.44140625e-04 -3.81362796e-01 -3.13768744e-01  1.35543898e-01  1.01074368e-01 -2.58766770e-01 -7.49652147e-01
 2.44140625e-04 -3.75925481e-01  2.59070367e-01  9.59775671e-02 -9.83560458e-03 -5.61931610e-01 -3.46861243e-01
 2.44140625e-04 -1.47010148e+00 -3.85967970e-01 -5.48665345e-01 -4.71008927e-01 -1.52290836e-01 -2.00878531e-01
 2.44140625e-04  3.17554832e-01  3.07168961e-02  6.42513037e-01 -2.90862501e-01 -6.41581565e-02 -9.06802535e-01
 2.44140625e-04  4.02992666e-01 -2.79238820e-01  1.25274733e-01 -5.39862573e-01 -7.02847600e-01 -7.61532307e-01
 2.44140625e-04 -2.77582198e-01  1.40266806e-01  4.34858352e-01  2.79012322e-01  9.39705193e-01  4.29981977e-01
 2.44140625e-04 -1.13751724e-01  6.11941218e-02 -2.10720375e-01 -2.90615469e-01 -4.76343662e-01 -9.48641062e-01
 2.44140625e-04  4.59906578e-01  2.59770274e-01  3.06430399e-01  5.76511502e-01  2.80634344e-01 -5.33493748e-03
 2.44140625e-04  6.15743510e-02 -1.72462925e-01  2.23243639e-01  3.04717928e-01  5.22089660e-01 -6.52620867e-02
 2.44140625e-04 -2.06631437e-01  3.66350651e-01  5.08783013e-02  4.01334763e-02 -3.74378830e-01  8.90537262e-01
 2.44140625e-04 -1.63952634e-01  1.66581757e-02  3.30485195e-01  3.40634972e-01 -1.04115054e-01  3.38185847e-01
 2.44140625e-04  1.54009557e+00  7.58860931e-02 -8.76625359e-01 -5.50694585e-01  1.32353336e-01 -1.77684560e-01
 2.44140625e-04  6.58318579e-01  1.36413574e-01 -6.33963346e-01 -2.58070439e-01 -3.26422125e-01 -1.33766174e-01
 2.44140625e-04  5.73755562e-01  5.06766737e-01  8.18558708e-02  6.45248830e-01 -3.96966189e-01  4.46804971e-01
 2.44140625e-04 -3.97784144e-01 -4.07433689e-01 -1.20482004e+00  1.95147142e-01  3.25302273e-01  1.92302823e-01
 2.44140625e-04 -2.60932326e-01 -8.66477713e-02  5.04670501e-01 -3.92362475e-01 -9.05011594e-02  6.22419953e-01
 2.44140625e-04  1.34036258e-01  3.89312059e-02  1.40813470e-01 -6.18390501e-01  2.45752782e-01  1.74793795e-01
 2.44140625e-04  5.69767892e-01 -8.85137022e-02 -5.24850667e-01  2.79955119e-02  4.31101888e-01 -1.95515797e-01
 2.44140625e-04 -2.49657407e-03 -9.60161760e-02  6.14318848e-01 -2.17320368e-01 -1.64567441e-01  4.82190728e-01
 2.44140625e-04  1.94060758e-01  2.50237063e-03 -2.33942464e-01 -6.81616187e-01 -3.40634048e-01  8.90617132e-01
 2.44140625e-04  1.86318234e-01 -1.73866898e-01 -5.27653098e-01 -7.77408242e-01  1.67002559e-01  4.45195824e-01
 2.44140625e-04 -1.91772863e-01  7.23601729e-02  3.96355800e-03  9.07452822e-01  4.21780616e-01 -3.77074391e-01
 2.44140625e-04 -3.97117525e-01 -1.55866221e-01 -6.97903708e-02 -5.27913749e-01 -6.94360808e-02  7.86188602e-01
 2.44140625e-04 -2.17323154e-01  7.00784743e-01 -4.08604532e-01  3.58469516e-01 -2.10337471e-02 -7.00322151e-01
 2.44140625e-04 -2.39429787e-01  7.30579376e-01  1.21194303e+00  4.28962082e-01  5.27938366e-01 -4.19939943e-02
 2.44140625e-04  2.25372672e-01 -2.51585811e-01 -1.50531232e-01 -1.13239956e+00 -1.43177211e-01 -1.67730376e-01
 2.44140625e-04  2.79326230e-01 -4.03415293e-01  1.67894393e-01  5.02477229e-01 -3.01439196e-01 -1.84663571e-03
 2.44140625e-04 -3.44814956e-01  4.24792081e-01 -3.12930584e-01  3.17796618e-01  7.73045793e-02  8.73227179e-01
 2.44140625e-04  1.43411946e+00  1.43024278e+00 -2.70901752e+00 -5.75705618e-02  1.80290148e-01 -3.39870006e-02
 2.44140625e-04 -2.42543235e-01 -1.92125663e-01 -6.96526289e-01  3.12084258e-01  1.09226130e-01  1.68550476e-01
 2.44140625e-04 -1.10555458e+00  7.72514164e-01  8.30151498e-01  2.97808051e-01  9.09488648e-02  2.71892458e-01
 2.44140625e-04  1.97638467e-01  2.90395692e-02  3.34516376e-01  1.50715485e-01  1.14868486e+00  1.83501437e-01
 2.44140625e-04  1.78436711e-01  6.16312921e-02  5.08817971e-01  5.35113931e-01  4.49651837e-01  4.00335267e-02
 2.44140625e-04 -1.87441617e-01  7.08925962e-01 -1.08076978e+00 -1.22020394e-01 -2.52974570e-01  4.84930396e-01
 2.44140625e-04 -7.33756244e-01 -8.53812546e-02  8.72775763e-02 -5.08725010e-02  1.36510476e-01 -8.50269794e-02
 2.44140625e-04  8.13572526e-01  6.45318031e-01 -6.97510064e-01  2.87201293e-02 -2.24216372e-01 -8.23959187e-02
 2.44140625e-04  1.34284782e+00 -2.35210031e-01 -1.48048878e+00 -7.15491595e-04  3.37988824e-01  6.69517070e-02
 2.44140625e-04  3.98659147e-03 -1.33267796e+00 -7.57804096e-01 -2.77361691e-01  4.17720042e-02 -3.14121485e-01
 2.44140625e-04  6.06413782e-01 -1.01531291e+00  2.89473981e-01 -1.97640866e-01 -6.20433033e-01 -3.05531221e-03
 2.44140625e-04  2.71872133e-01 -6.86088264e-01  8.43417123e-02  3.90812814e-01  7.51141250e-01  7.20301390e-01
 2.44140625e-04 -1.43023646e+00  4.37939614e-01 -3.70212257e-01  1.09626256e-01 -4.13203299e-01 -5.60830176e-01
 2.44140625e-04  4.39821452e-01  1.94291949e-01  5.92194021e-01  3.60786468e-01 -5.93485348e-02  1.53521106e-01
 2.44140625e-04  1.09971374e-01  3.26149046e-01  2.68577367e-01  6.64997578e-01  4.69630621e-02  6.78667843e-01
 2.44140625e-04  4.53185737e-02  2.34088689e-01 -1.09179430e-01 -2.45877981e-01 -4.89207655e-01  4.22558933e-01
 2.44140625e-04  9.21835229e-02 -1.81179810e+00  4.94595855e-01  1.03171162e-01  2.91366130e-01 -3.55278105e-02
 2.44140625e-04  2.13761538e-01  2.97600955e-01 -3.80494505e-01  1.68749318e-01 -1.57169834e-01 -1.81595907e-01
 2.44140625e-04  3.48365866e-02  2.67865330e-01 -1.40184656e-01  3.54840681e-02 -8.32025707e-02  3.02729279e-01
 2.44140625e-04  1.16212964e-02  1.50587499e-01  2.30206668e-01  6.37355328e-01  5.65367341e-01  1.55552089e-01
 2.44140625e-04  3.71397376e-01  1.81834340e+00 -6.61872327e-01  5.55412948e-01 -2.06056178e-01  1.12199634e-01
 2.44140625e-04 -8.06182697e-02 -1.69429574e-02  1.80863336e-01 -2.25092873e-01  5.16163409e-01  5.37141562e-02
 2.44140625e-04 -1.46469027e-01 -9.13004577e-02  1.85389742e-01  3.06296498e-01 -2.42391765e-01 -6.93585455e-01
 2.44140625e-04  8.32552969e-01  3.32836509e-01  6.50783598e-01 -4.22693044e-01 -1.27927303e-01 -1.56039327e-01
 2.44140625e-04 -5.46064854e-01  7.01592565e-02 -1.06011617e+00 -2.04406958e-02  5.61048627e-01  2.42744252e-01
 2.44140625e-04  3.10316324e-01 -1.11942276e-01 -1.84540704e-01  6.63473964e-01 -4.42573369e-01 -3.72699201e-01
